order_id,order_date,company_id,company_name,sku,region,forecast_qty,actual_qty,absolute_error,mape_pct,carrier,warehouse,promised_date,delivered_date,delay_days,on_time_delivery,expedited,unit_price,revenue,expedited_cost,route_id,warehouse_id,inventory_before,safety_stock,stockout_flag,upload_batch_date
200579,2025-08-17,1001,Delta Plastics,SKU0004,West MI,242,252,10,3.97%,North Fork Logistics,Mid-MI Crossdock,2025-08-23,2025-08-23,0,Yes,No,11.12,2802.24,0.0,R584,W02,53,136,0,2025-08-31
200580,2024-02-24,1003,Great Lakes Fasteners,SKU0021,West MI,281,282,1,0.35%,Superior Haulage,Lakeside Warehousing,2024-03-03,2024-03-04,1,No,No,9.15,2580.3,0.0,R159,W01,478,80,0,2024-03-02
200581,2025-04-28,1001,Delta Plastics,SKU0001,Central MI,328,335,7,2.09%,QuickRoute Carriers,Downtown Storage Co.,2025-05-05,2025-05-05,0,Yes,No,11.66,3906.1,0.0,R698,W03,505,62,0,2025-05-05
200582,2024-07-16,1014,Precision Plastics West,SKU0063,Central MI,130,129,1,0.78%,QuickRoute Carriers,Downtown Storage Co.,2024-07-25,2024-07-25,0,Yes,No,11.86,1529.94,0.0,R717,W03,217,121,0,2024-07-23
200583,2024-05-01,1014,Precision Plastics West,SKU0058,Northern MI,308,297,11,3.7%,North Fork Logistics,Lakeside Warehousing,2024-05-06,2024-05-06,0,Yes,No,11.07,3287.79,0.0,R645,W01,395,143,0,2024-05-08
200584,2023-06-02,1013,PolyTech Midwest,SKU0052,Central MI,79,77,2,2.6%,Mitten Last-Mile,Lakeside Warehousing,2023-06-06,2023-06-06,0,Yes,No,13.2,1016.4,0.0,R364,W01,185,174,0,2023-06-05
200585,2025-05-28,1005,Riverbend Metals,SKU0039,SE MI,45,40,5,12.5%,North Fork Logistics,Lakeside Warehousing,2025-06-08,2025-06-08,0,Yes,No,13.76,550.4,0.0,R342,W01,459,69,0,2025-05-31
200586,2025-08-30,1003,Great Lakes Fasteners,SKU0019,West MI,88,161,73,45.34%,North Fork Logistics,Downtown Storage Co.,2025-09-07,2025-09-07,0,Yes,No,18.29,2944.69,0.0,R576,W03,534,91,0,2025-09-02
200587,2024-09-30,1013,PolyTech Midwest,SKU0054,SE MI,78,68,10,14.71%,Mitten Last-Mile,Lakeside Warehousing,2024-10-10,2024-10-10,0,Yes,No,14.62,994.16,0.0,R192,W01,158,101,0,2024-10-14
200588,2024-01-12,1012,AutoSeal Gaskets,SKU0045,Central MI,194,185,9,4.86%,QuickRoute Carriers,Lakeside Warehousing,2024-01-16,2024-01-20,4,No,Yes,13.87,2565.95,301.14,R810,W01,56,101,1,2024-01-15
200589,2023-09-17,1013,PolyTech Midwest,SKU0049,Central MI,41,43,2,4.65%,North Fork Logistics,Downtown Storage Co.,2023-10-01,2023-10-01,0,Yes,No,15.97,686.71,0.0,R492,W03,178,129,0,2023-09-18
200590,2025-08-15,1012,AutoSeal Gaskets,SKU0041,SE MI,95,165,70,42.42%,North Fork Logistics,Mid-MI Crossdock,2025-08-20,2025-08-20,0,Yes,No,11.33,1869.45,0.0,R485,W02,343,22,0,2025-08-29
200591,2024-02-10,1003,Great Lakes Fasteners,SKU0016,SE MI,368,290,78,26.9%,QuickRoute Carriers,Lakeside Warehousing,2024-02-13,2024-02-13,0,Yes,No,9.12,2644.8,0.0,R945,W01,256,106,0,2024-02-17
200592,2025-03-07,1012,AutoSeal Gaskets,SKU0043,West MI,171,153,18,11.76%,QuickRoute Carriers,Lakeside Warehousing,2025-03-19,2025-03-19,0,Yes,No,9.59,1467.27,0.0,R451,W01,113,70,0,2025-03-08
200593,2025-08-24,1001,Delta Plastics,SKU0001,Central MI,146,144,2,1.39%,North Fork Logistics,Mid-MI Crossdock,2025-09-04,2025-09-04,0,Yes,No,15.32,2206.08,0.0,R826,W02,83,142,0,2025-08-25
200594,2024-06-01,1012,AutoSeal Gaskets,SKU0042,SE MI,210,207,3,1.45%,Mitten Last-Mile,Downtown Storage Co.,2024-06-12,2024-06-12,0,Yes,No,7.03,1455.21,0.0,R387,W03,1,40,1,2024-06-02
200595,2024-05-27,1012,AutoSeal Gaskets,SKU0044,SE MI,260,224,36,16.07%,Mitten Last-Mile,Downtown Storage Co.,2024-06-08,2024-06-10,2,No,No,14.13,3165.12,0.0,R628,W03,437,128,0,2024-06-03
200596,2023-01-10,1013,PolyTech Midwest,SKU0051,West MI,551,350,201,57.43%,North Fork Logistics,Mid-MI Crossdock,2023-01-20,2023-01-20,0,Yes,No,15.44,5404.0,0.0,R542,W02,309,57,0,2023-01-11
200597,2024-05-07,1003,Great Lakes Fasteners,SKU0016,Central MI,228,202,26,12.87%,QuickRoute Carriers,Lakeside Warehousing,2024-05-12,2024-05-12,0,Yes,No,15.62,3155.24,0.0,R931,W01,139,158,0,2024-05-10
200598,2023-03-16,1004,TriCounty Components,SKU0026,Northern MI,415,341,74,21.7%,Mitten Last-Mile,Lakeside Warehousing,2023-03-30,2023-04-02,3,No,No,16.64,5674.24,0.0,R243,W01,353,131,0,2023-03-30
200599,2025-09-10,1001,Delta Plastics,SKU0002,Northern MI,214,208,6,2.88%,North Fork Logistics,Mid-MI Crossdock,2025-09-18,2025-09-19,1,No,No,9.99,2077.92,0.0,R217,W02,236,100,0,2025-09-13
200600,2024-11-27,1005,Riverbend Metals,SKU0038,Central MI,195,220,25,11.36%,North Fork Logistics,Lakeside Warehousing,2024-12-05,2024-12-07,2,No,No,12.62,2776.4,0.0,R670,W01,67,146,1,2024-11-30
200601,2024-09-01,1005,Riverbend Metals,SKU0033,Northern MI,173,202,29,14.36%,North Fork Logistics,Lakeside Warehousing,2024-09-14,2024-09-15,1,No,No,11.9,2403.8,0.0,R646,W01,230,148,0,2024-09-02
200602,2023-07-06,1012,AutoSeal Gaskets,SKU0048,SE MI,112,141,29,20.57%,Mitten Last-Mile,Downtown Storage Co.,2023-07-09,2023-07-10,1,No,Yes,5.88,829.08,333.66,R938,W03,120,117,0,2023-07-09
200603,2025-09-06,1001,Delta Plastics,SKU0009,Central MI,420,398,22,5.53%,QuickRoute Carriers,Mid-MI Crossdock,2025-09-15,2025-09-17,2,No,No,14.41,5735.18,0.0,R976,W02,577,235,0,2025-09-07
200604,2024-07-15,1013,PolyTech Midwest,SKU0051,Central MI,288,277,11,3.97%,North Fork Logistics,Lakeside Warehousing,2024-07-28,2024-07-28,0,Yes,No,15.65,4335.05,0.0,R796,W01,479,73,0,2024-07-22
200605,2025-08-27,1013,PolyTech Midwest,SKU0050,SE MI,80,86,6,6.98%,Superior Haulage,Mid-MI Crossdock,2025-09-06,2025-09-08,2,No,No,11.65,1001.9,0.0,R114,W02,293,61,0,2025-09-10
200606,2025-08-17,1002,Midland Moldings,SKU0010,Northern MI,65,59,6,10.17%,Mitten Last-Mile,Lakeside Warehousing,2025-08-29,2025-08-29,0,Yes,No,19.56,1154.04,0.0,R776,W01,433,174,0,2025-08-31
200607,2025-04-07,1012,AutoSeal Gaskets,SKU0047,Central MI,150,168,18,10.71%,North Fork Logistics,Mid-MI Crossdock,2025-04-10,2025-04-11,1,No,Yes,16.92,2842.56,542.41,R313,W02,464,87,0,2025-04-08
200608,2025-01-18,1013,PolyTech Midwest,SKU0055,Northern MI,47,44,3,6.82%,Mitten Last-Mile,Mid-MI Crossdock,2025-01-28,2025-01-28,0,Yes,No,10.75,473.0,0.0,R294,W02,230,40,0,2025-01-21
200609,2025-04-17,1005,Riverbend Metals,SKU0036,SE MI,97,92,5,5.43%,Superior Haulage,Lakeside Warehousing,2025-05-01,2025-05-01,0,Yes,No,12.97,1193.24,0.0,R725,W01,466,65,0,2025-04-24
200610,2025-06-17,1001,Delta Plastics,SKU0007,Northern MI,150,157,7,4.46%,Superior Haulage,Downtown Storage Co.,2025-06-26,2025-06-27,1,No,No,15.31,2403.67,0.0,R627,W03,112,100,0,2025-06-18
200611,2024-01-19,1005,Riverbend Metals,SKU0036,Central MI,273,226,47,20.8%,North Fork Logistics,Mid-MI Crossdock,2024-01-22,2024-01-22,0,Yes,No,12.59,2845.34,0.0,R895,W02,234,97,0,2024-02-02
200612,2023-09-14,1002,Midland Moldings,SKU0014,SE MI,132,185,53,28.65%,North Fork Logistics,Lakeside Warehousing,2023-09-19,2023-09-19,0,Yes,No,17.68,3270.8,0.0,R450,W01,329,154,0,2023-09-15
200613,2024-03-13,1001,Delta Plastics,SKU0007,SE MI,311,290,21,7.24%,QuickRoute Carriers,Lakeside Warehousing,2024-03-16,2024-03-16,0,Yes,No,15.96,4628.4,0.0,R983,W01,111,153,1,2024-03-14
200614,2025-01-15,1005,Riverbend Metals,SKU0037,Central MI,256,222,34,15.32%,Mitten Last-Mile,Mid-MI Crossdock,2025-01-24,2025-01-26,2,No,No,14.76,3276.72,0.0,R677,W02,278,121,0,2025-01-16
200615,2025-09-14,1003,Great Lakes Fasteners,SKU0020,Northern MI,127,107,20,18.69%,North Fork Logistics,Downtown Storage Co.,2025-09-21,2025-09-21,0,Yes,No,14.07,1505.49,0.0,R557,W03,120,98,0,2025-09-21
200616,2025-01-15,1005,Riverbend Metals,SKU0032,Central MI,222,156,66,42.31%,QuickRoute Carriers,Downtown Storage Co.,2025-01-25,2025-01-25,0,Yes,No,11.55,1801.8,0.0,R948,W03,94,73,0,2025-01-29
200617,2025-08-27,1005,Riverbend Metals,SKU0035,Northern MI,293,227,66,29.07%,Mitten Last-Mile,Downtown Storage Co.,2025-09-07,2025-09-07,0,Yes,No,15.34,3482.18,0.0,R721,W03,20,54,1,2025-08-28
200618,2025-08-19,1013,PolyTech Midwest,SKU0056,Central MI,184,208,24,11.54%,Mitten Last-Mile,Mid-MI Crossdock,2025-08-24,2025-08-24,0,Yes,No,17.58,3656.64,0.0,R303,W02,204,112,0,2025-09-02
200619,2023-04-03,1014,Precision Plastics West,SKU0066,West MI,386,423,37,8.75%,Superior Haulage,Mid-MI Crossdock,2023-04-12,2023-04-12,0,Yes,No,7.15,3024.45,0.0,R950,W02,277,106,1,2023-04-17
200620,2024-11-16,1012,AutoSeal Gaskets,SKU0041,Northern MI,510,422,88,20.85%,North Fork Logistics,Lakeside Warehousing,2024-11-24,2024-11-26,2,No,No,16.12,6802.64,0.0,R762,W01,247,39,1,2024-11-17
200621,2024-11-01,1004,TriCounty Components,SKU0025,Central MI,146,96,50,52.08%,Superior Haulage,Mid-MI Crossdock,2024-11-07,2024-11-09,2,No,Yes,14.9,1430.4,240.6,R111,W02,429,40,0,2024-11-08
200622,2023-12-25,1012,AutoSeal Gaskets,SKU0048,Central MI,68,56,12,21.43%,QuickRoute Carriers,Downtown Storage Co.,2023-12-29,2023-12-29,0,Yes,No,8.01,448.56,0.0,R846,W03,361,118,0,2023-12-26
200623,2023-12-12,1013,PolyTech Midwest,SKU0055,SE MI,231,141,90,63.83%,Mitten Last-Mile,Downtown Storage Co.,2023-12-21,2023-12-21,0,Yes,No,17.44,2459.04,0.0,R544,W03,458,157,0,2023-12-15
200624,2025-06-15,1001,Delta Plastics,SKU0004,West MI,65,66,1,1.52%,Superior Haulage,Lakeside Warehousing,2025-06-23,2025-06-23,0,Yes,No,11.61,766.26,0.0,R362,W01,381,103,0,2025-06-18
200625,2024-03-13,1013,PolyTech Midwest,SKU0052,Central MI,249,261,12,4.6%,QuickRoute Carriers,Mid-MI Crossdock,2024-03-21,2024-03-21,0,Yes,No,14.02,3659.22,0.0,R404,W02,563,162,0,2024-03-14
200626,2025-08-25,1004,TriCounty Components,SKU0027,Central MI,535,438,97,22.15%,Mitten Last-Mile,Lakeside Warehousing,2025-09-01,2025-09-01,0,Yes,No,19.9,8716.2,0.0,R279,W01,571,24,0,2025-09-08
200627,2023-11-26,1002,Midland Moldings,SKU0011,SE MI,480,365,115,31.51%,QuickRoute Carriers,Mid-MI Crossdock,2023-12-02,2023-12-02,0,Yes,No,13.69,4996.85,0.0,R552,W02,376,179,0,2023-11-27
200628,2024-08-29,1001,Delta Plastics,SKU0007,Central MI,220,243,23,9.47%,North Fork Logistics,Lakeside Warehousing,2024-09-06,2024-09-06,0,Yes,No,9.91,2408.13,0.0,R555,W01,121,113,0,2024-09-12
200629,2024-09-23,1013,PolyTech Midwest,SKU0053,Central MI,230,294,64,21.77%,QuickRoute Carriers,Lakeside Warehousing,2024-10-02,2024-10-02,0,Yes,No,8.19,2407.86,0.0,R251,W01,111,97,1,2024-09-26
200630,2025-05-03,1014,Precision Plastics West,SKU0058,Central MI,38,25,13,52.0%,Mitten Last-Mile,Lakeside Warehousing,2025-05-07,2025-05-07,0,Yes,No,15.56,389.0,0.0,R684,W01,73,159,0,2025-05-17
200631,2024-10-03,1003,Great Lakes Fasteners,SKU0018,SE MI,170,150,20,13.33%,QuickRoute Carriers,Downtown Storage Co.,2024-10-17,2024-10-17,0,Yes,No,19.63,2944.5,0.0,R582,W03,79,118,0,2024-10-06
200632,2025-05-18,1005,Riverbend Metals,SKU0037,SE MI,359,306,53,17.32%,Superior Haulage,Lakeside Warehousing,2025-06-01,2025-06-01,0,Yes,No,15.18,4645.08,0.0,R759,W01,148,35,1,2025-05-25
200633,2024-07-10,1014,Precision Plastics West,SKU0063,Central MI,181,138,43,31.16%,North Fork Logistics,Mid-MI Crossdock,2024-07-20,2024-07-20,0,Yes,No,13.62,1879.56,0.0,R997,W02,552,51,0,2024-07-24
200634,2024-06-20,1001,Delta Plastics,SKU0007,Northern MI,107,114,7,6.14%,QuickRoute Carriers,Downtown Storage Co.,2024-07-02,2024-07-02,0,Yes,No,15.02,1712.28,0.0,R538,W03,289,235,0,2024-07-04
200635,2025-08-20,1003,Great Lakes Fasteners,SKU0017,Northern MI,397,394,3,0.76%,Superior Haulage,Lakeside Warehousing,2025-08-28,2025-08-28,0,Yes,No,12.0,4728.0,0.0,R778,W01,415,100,0,2025-08-27
200636,2025-05-10,1003,Great Lakes Fasteners,SKU0022,Northern MI,142,127,15,11.81%,QuickRoute Carriers,Downtown Storage Co.,2025-05-14,2025-05-14,0,Yes,No,13.88,1762.76,0.0,R410,W03,10,82,1,2025-05-24
200637,2023-10-24,1014,Precision Plastics West,SKU0061,West MI,285,209,76,36.36%,North Fork Logistics,Lakeside Warehousing,2023-10-28,2023-10-29,1,No,Yes,14.9,3114.1,148.66,R745,W01,591,142,0,2023-10-31
200638,2023-12-12,1013,PolyTech Midwest,SKU0054,Northern MI,100,99,1,1.01%,QuickRoute Carriers,Lakeside Warehousing,2023-12-21,2023-12-21,0,Yes,No,16.25,1608.75,0.0,R314,W01,338,40,0,2023-12-26
200639,2025-01-17,1012,AutoSeal Gaskets,SKU0044,West MI,19,16,3,18.75%,QuickRoute Carriers,Downtown Storage Co.,2025-01-24,2025-01-24,0,Yes,No,12.62,201.92,0.0,R859,W03,58,159,0,2025-01-24
200640,2025-09-08,1005,Riverbend Metals,SKU0037,West MI,52,40,12,30.0%,North Fork Logistics,Lakeside Warehousing,2025-09-18,2025-09-18,0,Yes,No,19.21,768.4,0.0,R560,W01,523,141,0,2025-09-09
200641,2025-02-02,1005,Riverbend Metals,SKU0039,West MI,288,297,9,3.03%,QuickRoute Carriers,Mid-MI Crossdock,2025-02-13,2025-02-13,0,Yes,No,11.56,3433.32,0.0,R923,W02,237,146,0,2025-02-03
200642,2023-02-06,1005,Riverbend Metals,SKU0033,SE MI,362,510,148,29.02%,North Fork Logistics,Lakeside Warehousing,2023-02-19,2023-02-19,0,Yes,No,11.71,5972.1,0.0,R910,W01,430,125,0,2023-02-09
200643,2025-04-04,1005,Riverbend Metals,SKU0034,Central MI,331,309,22,7.12%,QuickRoute Carriers,Downtown Storage Co.,2025-04-15,2025-04-15,0,Yes,No,14.75,4557.75,0.0,R948,W03,486,88,0,2025-04-18
200644,2024-01-26,1013,PolyTech Midwest,SKU0052,Central MI,46,42,4,9.52%,Mitten Last-Mile,Downtown Storage Co.,2024-02-06,2024-02-07,1,No,No,11.7,491.4,0.0,R329,W03,527,141,0,2024-01-29
200645,2024-03-09,1005,Riverbend Metals,SKU0031,SE MI,414,323,91,28.17%,QuickRoute Carriers,Lakeside Warehousing,2024-03-21,2024-03-21,0,Yes,No,11.37,3672.51,0.0,R273,W01,459,59,0,2024-03-10
200646,2025-09-05,1005,Riverbend Metals,SKU0039,West MI,327,415,88,21.2%,North Fork Logistics,Downtown Storage Co.,2025-09-18,2025-09-19,1,No,No,19.47,8080.05,0.0,R803,W03,257,129,1,2025-09-12
200647,2024-05-14,1014,Precision Plastics West,SKU0062,Central MI,342,270,72,26.67%,Mitten Last-Mile,Downtown Storage Co.,2024-05-21,2024-05-21,0,Yes,No,13.21,3566.7,0.0,R551,W03,249,110,0,2024-05-17
200648,2025-08-23,1013,PolyTech Midwest,SKU0051,Northern MI,50,46,4,8.7%,North Fork Logistics,Downtown Storage Co.,2025-09-06,2025-09-06,0,Yes,No,11.34,521.64,0.0,R994,W03,75,154,0,2025-09-06
200649,2024-09-27,1003,Great Lakes Fasteners,SKU0016,SE MI,302,270,32,11.85%,Mitten Last-Mile,Lakeside Warehousing,2024-10-04,2024-10-04,0,Yes,No,14.68,3963.6,0.0,R287,W01,366,62,0,2024-09-30
